national_number,gen,Name,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,gigantamax,mega_evolution,mega_evolution_alt
660,VI,Diggersby,normal,ground,50.2,49.8,1.0,42.4,127,3840,85,56,77,50,77,78,Pickup,Cheek Pouch,,Huge Power,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
661,VI,Fletchling,normal,flying,50.2,49.8,0.3,1.7,255,3840,45,50,43,40,38,62,Big Pecks,,,Gale Wings,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
662,VI,Fletchinder,fire,flying,50.2,49.8,0.7,16.0,120,3840,62,73,55,56,52,84,Flame Body,,,Gale Wings,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
663,VI,Talonflame,fire,flying,50.2,49.8,1.2,24.5,45,3840,78,81,71,74,69,126,Flame Body,,,Gale Wings,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
664,VI,Scatterbug,bug,,50,50,0.3,2.5,255,3840,38,35,40,27,25,35,Shield Dust,Compound Eyes,,Friend Guard,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
665,VI,Spewpa,bug,,50,50,0.3,8.4,120,3840,45,22,60,27,30,29,Shed Skin,,,Friend Guard,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
666,VI,Vivillon,bug,flying,50,50,1.2,17.0,45,3840,80,52,50,90,50,89,Shield Dust,Compound Eyes,,Friend Guard,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
667,VI,Litleo,fire,normal,11.2,88.8,0.6,13.5,220,5120,62,50,58,73,54,72,Rivalry,Unnerve,,Moxie,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,0,0,0,,,
668,VI,Pyroar,fire,normal,11.2,88.8,1.5,81.5,65,5120,86,68,72,109,66,106,Rivalry,Unnerve,,Moxie,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,0,0,0,,,
669,VI,Flabébé,fairy,,0,100,0.1,0.1,225,5120,44,38,39,61,79,42,Flower Veil,,,Symbiosis,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
670,VI,Floette,fairy,,0,100,0.2,0.9,120,5120,54,45,47,75,98,52,Flower Veil,,,Symbiosis,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
671,VI,Florges,fairy,,0,100,1.1,10.0,45,5120,78,65,68,112,154,75,Flower Veil,,,Symbiosis,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
672,VI,Skiddo,grass,,50,50,0.9,31.0,200,5120,66,65,48,62,57,52,Sap Sipper,,,Grass Pelt,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
673,VI,Gogoat,grass,,50,50,1.7,91.0,45,5120,123,100,62,97,81,68,Sap Sipper,,,Grass Pelt,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
674,VI,Pancham,fighting,,50.2,49.8,0.6,8.0,220,6400,67,82,62,46,48,43,Iron Fist,Mold Breaker,,Scrappy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
675,VI,Pangoro,fighting,dark,50.2,49.8,2.1,136.0,65,6400,95,124,78,69,71,58,Iron Fist,Mold Breaker,,Scrappy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,0,0,0,,,
676,VI,Furfrou,normal,,50,50,1.2,28.0,160,5120,75,80,60,65,90,102,Fur Coat,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
677,VI,Espurr,psychic,,50.2,49.8,0.3,3.5,190,5120,62,48,54,63,60,68,Keen Eye,Infiltrator,,Own Tempo,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
678,VI,Meowstic,psychic,,50*,50*,0.6,8.5,75,5120,74,48,76,83,81,104,Keen Eye,Infiltrator,,Prankster,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
679,VI,Honedge,steel,ghost,50.2,49.8,0.8,2.0,180,5120,45,80,100,35,37,28,No Guard,,,,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,,,
680,VI,Doublade,steel,ghost,50.2,49.8,0.8,4.5,90,5120,59,110,150,45,49,35,No Guard,,,,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,,,
681,VI,Aegislash,steel,ghost,50.2,49.8,1.7,53.0,45,5120,60,50,140,50,140,60,Stance Change,,,,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,,,
682,VI,Spritzee,fairy,,50.2,49.8,0.2,0.5,200,5120,78,52,60,63,65,23,Healer,,,Aroma Veil,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
683,VI,Aromatisse,fairy,,50.2,49.8,0.8,15.5,140,5120,101,72,72,99,89,29,Healer,,,Aroma Veil,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
684,VI,Swirlix,fairy,,50.2,49.8,0.4,3.5,200,5120,62,48,66,59,57,49,Sweet Veil,,,Unburden,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
685,VI,Slurpuff,fairy,,50.2,49.8,0.8,5.0,140,5120,82,80,86,85,75,72,Sweet Veil,,,Unburden,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
686,VI,Inkay,dark,psychic,50.2,49.8,0.4,3.5,190,5120,53,54,53,37,46,45,Contrary,Suction Cups,,Infiltrator,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,,,
687,VI,Malamar,dark,psychic,50.2,49.8,1.5,47.0,80,5120,86,92,88,68,75,73,Contrary,Suction Cups,,Infiltrator,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,,,
688,VI,Binacle,rock,water,50.2,49.8,0.5,31.0,120,5120,42,52,67,39,56,50,Tough Claws,Sniper,,Pickpocket,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
689,VI,Barbaracle,rock,water,50.2,49.8,1.3,96.0,45,5120,72,105,115,54,86,68,Tough Claws,Sniper,,Pickpocket,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
690,VI,Skrelp,poison,water,50.2,49.8,0.5,7.3,225,5120,50,60,60,60,60,30,Poison Point,Poison Touch,,Adaptability,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
691,VI,Dragalge,poison,dragon,50.2,49.8,1.8,81.5,55,5120,65,75,90,97,123,44,Poison Point,Poison Touch,,Adaptability,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0,,,
692,VI,Clauncher,water,,50.2,49.8,0.5,8.3,225,3840,50,53,62,58,63,44,Mega Launcher,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
693,VI,Clawitzer,water,,50.2,49.8,1.3,35.3,55,3840,71,73,88,120,89,59,Mega Launcher,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
694,VI,Helioptile,electric,normal,50.2,49.8,0.5,6.0,190,5120,44,38,33,61,43,70,Dry Skin,Sand Veil,,Solar Power,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0,0,0,,,
695,VI,Heliolisk,electric,normal,50.2,49.8,1.0,21.0,75,5120,62,55,52,109,94,109,Dry Skin,Sand Veil,,Solar Power,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0,0,0,,,
696,VI,Tyrunt,rock,dragon,88.14,11.86,0.8,26.0,45,7680,58,89,77,45,45,48,Strong Jaw,,,Sturdy,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0,0,0,,,
697,VI,Tyrantrum,rock,dragon,88.14,11.86,2.5,270.0,45,7680,82,121,119,69,59,71,Strong Jaw,,,Rock Head,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0,0,0,,,
698,VI,Amaura,rock,ice,88.14,11.86,1.3,25.2,45,7680,77,59,50,67,63,46,Refrigerate,,,Snow Warning,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0,0,0,,,
699,VI,Aurorus,rock,ice,88.14,11.86,2.7,225.0,45,7680,123,77,72,99,92,58,Refrigerate,,,Snow Warning,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0,0,0,,,
700,VI,Sylveon,fairy,,88.14,11.86,1.0,23.5,45,8960,95,65,65,110,130,60,Cute Charm,,,Pixilate,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
701,VI,Hawlucha,fighting,flying,50.2,49.8,0.8,21.5,100,5120,78,92,75,74,63,118,Limber,Unburden,,Mold Breaker,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
702,VI,Dedenne,electric,fairy,50.2,49.8,0.2,2.2,180,5120,67,58,57,81,67,101,Cheek Pouch,Pickup,,Plus,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0,0,0,,,
703,VI,Carbink,rock,fairy,,,0.3,5.7,60,6400,50,50,150,50,150,50,Clear Body,,,Sturdy,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0,0,0,,,
704,VI,Goomy,dragon,,50.2,49.8,0.3,2.8,45,10240,45,50,35,55,75,40,Sap Sipper,Hydration,,Gooey,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
705,VI,Sliggoo,dragon,,50.2,49.8,0.8,17.5,45,10240,68,75,53,83,113,60,Sap Sipper,Hydration,,Gooey,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
706,VI,Goodra,dragon,,50.2,49.8,2.0,150.5,45,10240,90,100,70,110,150,80,Sap Sipper,Hydration,,Gooey,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
707,VI,Klefki,steel,fairy,50.2,49.8,0.2,3.0,75,5120,57,80,91,80,87,75,Prankster,,,Magician,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0,0,0,,,
708,VI,Phantump,ghost,grass,50.2,49.8,0.4,7.0,120,5120,43,70,48,50,60,38,Natural Cure,Frisk,,Harvest,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
709,VI,Trevenant,ghost,grass,50.2,49.8,1.5,71.0,60,5120,85,110,76,65,82,56,Natural Cure,Frisk,,Harvest,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
710,VI,Pumpkaboo,ghost,grass,50.2,49.8,0.4,5.0,120,5120,49,66,70,44,55,51,Pickup,Frisk,,Insomnia,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
711,VI,Gourgeist,ghost,grass,50.2,49.8,0.9,12.5,60,5120,65,90,122,58,75,84,Pickup,Frisk,,Insomnia,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
712,VI,Bergmite,ice,,50.2,49.8,1.0,99.5,190,5120,55,69,85,32,35,28,Own Tempo,Ice Body,,Sturdy,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
713,VI,Avalugg,ice,,50.2,49.8,2.0,505.0,55,5120,95,117,184,44,46,28,Own Tempo,Ice Body,,Sturdy,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
714,VI,Noibat,flying,dragon,50.2,49.8,0.5,8.0,190,5120,40,30,35,45,40,55,Frisk,Infiltrator,,Telepathy,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
715,VI,Noivern,flying,dragon,50.2,49.8,1.5,85.0,45,5120,85,70,80,97,80,123,Frisk,Infiltrator,,Telepathy,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
716,VI,Xerneas,fairy,,,,3.0,215.0,45,30720,126,131,95,131,98,99,Fairy Aura,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1,0,,,
717,VI,Yveltal,dark,flying,,,5.8,203.0,45,30720,126,131,95,131,98,99,Dark Aura,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0,1,0,,,
718,VI,Zygarde,dragon,ground,,,5.0,305.0,3,30720,108,100,121,81,95,95,Aura Break (Standard),Power Construct (Some 10%/50%/Complete Forme),,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,1,0,,,
719,VI,Diancie,rock,fairy,,,0.7,8.8,3,6400,50,100,150,100,150,50,Clear Body,,,,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0,0,1,,Mega Diancie,
720,VI,Hoopa,psychic,ghost,,,0.5,9.0,3,30720,80,110,60,150,130,70,Magician,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,0,0,1,,,
721,VI,Volcanion,fire,water,,,1.7,195.0,3,30720,80,110,120,130,90,70,Water Absorb,,,,1.0,0.25,1.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,0,0,1,,,
722,VII,Rowlet,grass,flying,88.14,11.86,0.3,1.5,45,3840,68,55,55,50,50,42,Overgrow,,,Long Reach,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
723,VII,Dartrix,grass,flying,88.14,11.86,0.7,16.0,45,3840,78,75,75,70,70,52,Overgrow,,,Long Reach,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
724,VII,Decidueye,grass,ghost,88.14,11.86,1.6,36.6,45,3840,78,107,75,100,100,70,Overgrow,,,Long Reach,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
725,VII,Litten,fire,,88.14,11.86,0.4,4.3,45,3840,45,65,40,60,40,70,Blaze,,,Intimidate,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
726,VII,Torracat,fire,,88.14,11.86,0.7,25.0,45,3840,65,85,50,80,50,90,Blaze,,,Intimidate,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
727,VII,Incineroar,fire,dark,88.14,11.86,1.8,83.0,45,3840,95,115,90,80,90,60,Blaze,,,Intimidate,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0,0,0,,,
728,VII,Popplio,water,,88.14,11.86,0.4,7.5,45,3840,50,54,54,66,56,40,Torrent,,,Liquid Voice,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
729,VII,Brionne,water,,88.14,11.86,0.6,17.5,45,3840,60,69,69,91,81,50,Torrent,,,Liquid Voice,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
730,VII,Primarina,water,fairy,88.14,11.86,1.8,44.0,45,3840,80,74,74,126,116,60,Torrent,,,Liquid Voice,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0,0,0,,,
731,VII,Pikipek,normal,flying,50,50,0.3,1.2,255,3840,35,75,30,30,30,65,Keen Eye,Skill Link,,Pickup,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
732,VII,Trumbeak,normal,flying,50,50,0.6,14.8,120,3840,55,85,50,40,50,75,Keen Eye,Skill Link,,Pickup,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
733,VII,Toucannon,normal,flying,50,50,1.1,26.0,45,3840,80,120,75,75,75,60,Keen Eye,Skill Link,,Sheer Force,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
734,VII,Yungoos,normal,,50,50,0.4,6.0,255,3840,48,70,30,30,30,45,Stakeout,Strong Jaw,,Adaptability,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
735,VII,Gumshoos,normal,,50,50,0.7,14.2,127,3840,88,110,60,55,60,45,Stakeout,Strong Jaw,,Adaptability,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
736,VII,Grubbin,bug,,50.2,49.8,0.4,4.4,255,3840,47,62,45,55,45,46,Swarm,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
737,VII,Charjabug,bug,electric,50.2,49.8,0.5,10.5,120,3840,57,82,95,55,75,36,Battery,,,,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
738,VII,Vikavolt,bug,electric,50.2,49.8,1.5,45.0,45,3840,77,70,90,145,75,43,Levitate,,,,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
739,VII,Crabrawler,fighting,,50,50,0.6,7.0,225,5120,47,82,57,42,47,63,Hyper Cutter,Iron Fist,,Anger Point,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
740,VII,Crabominable,fighting,ice,50,50,1.7,180.0,60,5120,97,132,77,62,67,43,Hyper Cutter,Iron Fist,,Anger Point,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,0,0,0,,,
741,VII,Oricorio,fire,flying,24.6,75.4,0.6,3.4,45,5120,75,70,70,98,70,93,Dancer,,,,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
742,VII,Cutiefly,bug,fairy,50.2,49.8,0.1,0.2,190,5120,40,45,40,55,40,84,Honey Gather,Shield Dust,,Sweet Veil,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
743,VII,Ribombee,bug,fairy,50.2,49.8,0.2,0.5,75,5120,60,55,60,95,70,124,Honey Gather,Shield Dust,,Sweet Veil,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
744,VII,Rockruff,rock,,50.2,49.8,0.5,9.2,190,3840,45,65,40,30,40,60,Keen Eye,Vital Spirit,,Steadfast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
745,VII,Lycanroc,rock,,50.2,49.8,0.8,25.0,90,3840,75,115,65,55,65,112,Keen Eye,Sand Rush,,Steadfast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
746,VII,Wishiwashi,water,,50.2,49.8,0.2,0.3,60,3840,45,20,20,25,25,40,Schooling,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
747,VII,Mareanie,poison,water,50.2,49.8,0.4,8.0,190,5120,50,53,62,43,52,45,Merciless,Limber,,Regenerator,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
748,VII,Toxapex,poison,water,50.2,49.8,0.7,14.5,75,5120,50,63,152,53,142,35,Merciless,Limber,,Regenerator,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
749,VII,Mudbray,ground,,50.2,49.8,1.0,110.0,190,5120,70,100,70,45,55,45,Own Tempo,Stamina,,Inner Focus,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
750,VII,Mudsdale,ground,,50.2,49.8,2.5,920.0,60,5120,100,125,100,55,85,35,Own Tempo,Stamina,,Inner Focus,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
751,VII,Dewpider,water,bug,50.2,49.8,0.3,4.0,200,3840,38,40,52,40,72,27,Water Bubble,,,Water Absorb,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
752,VII,Araquanid,water,bug,50.2,49.8,1.8,82.0,100,3840,68,70,92,50,132,42,Water Bubble,,,Water Absorb,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
753,VII,Fomantis,grass,,50.2,49.8,0.3,1.5,190,5120,40,55,35,50,35,35,Leaf Guard,,,Contrary,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
